episode,agent_type,step,hour,action,soc,soc_after,pv_kw,load_kw,diesel_on,diesel_kw,battery_kw,unmet_load_kw,curtailed_kw,health,reward,rew_unmet_load,rew_fuel,rew_battery_stress,rew_diesel_solar
4,drl,6,6,0,0.3774,0.4647,0.496,8.491,1,17.491,-9.496,0.0,0.0,0.99977,-3.8483,-0.0,-3.8483,-0.0,0.0
4,drl,7,7,0,0.4647,0.5545,0.756,10.165,1,19.165,-9.756,0.0,0.0,0.99973,-4.1498,-0.0,-4.1498,-0.0,0.0
4,drl,8,8,0,0.5545,0.6491,1.279,9.068,1,18.068,-10.279,0.0,0.0,0.99969,-3.9522,-0.0,-3.9522,-0.0,0.0
4,drl,9,9,1,0.6491,0.6054,2.814,7.184,0,0.0,4.37,0.0,0.0,0.99968,0.0,-0.0,-0.0,-0.0,0.0
4,drl,10,10,1,0.6054,0.5702,3.937,7.451,0,0.0,3.514,0.0,0.0,0.99966,0.0,-0.0,-0.0,-0.0,0.0
4,drl,11,11,1,0.5702,0.5493,6.094,8.19,0,0.0,2.096,0.0,0.0,0.99965,0.0,-0.0,-0.0,-0.0,0.0
4,drl,12,12,1,0.5493,0.5493,7.2,6.846,0,0.0,0.0,0.0,0.0,0.99965,0.0,-0.0,-0.0,-0.0,0.0
4,drl,13,13,1,0.5493,0.534,7.197,8.728,0,0.0,1.532,0.0,0.0,0.99965,0.0,-0.0,-0.0,-0.0,0.0
4,drl,14,14,1,0.534,0.519,7.2,8.692,0,0.0,1.492,0.0,0.0,0.99964,0.0,-0.0,-0.0,-0.0,0.0
4,drl,15,15,3,0.519,0.4226,5.468,15.104,0,0.0,9.636,0.0,0.0,0.9996,0.0,-0.0,-0.0,-0.0,0.0
4,drl,16,16,0,0.4226,0.5334,3.395,21.358,1,30.0,-12.037,0.0,0.0,0.99956,-6.1,-0.0,-6.1,-0.0,0.0
4,drl,17,17,3,0.5334,0.2905,3.039,27.322,0,0.0,24.282,0.0,0.0,0.99946,-0.0548,-0.0,-0.0,-0.0548,0.0
4,drl,18,18,2,0.2905,0.3094,2.054,26.137,1,26.137,-2.054,0.0,0.0,0.99945,-5.45,-0.0,-5.4047,-0.0453,0.0
4,drl,19,19,2,0.3094,0.2907,0.858,32.723,1,30.0,1.865,0.0,0.0,0.99945,-6.1546,-0.0,-6.1,-0.0546,0.0
4,drl,20,20,0,0.2907,0.2102,0.526,38.574,1,30.0,8.048,0.0,0.0,0.99942,-6.1949,-0.0,-6.1,-0.0949,0.0
4,drl,21,21,2,0.2102,0.2011,0.184,31.097,1,30.0,0.913,0.0,0.0,0.99941,-6.1995,-0.0,-6.1,-0.0995,0.0
4,drl,22,22,2,0.2011,0.2017,0.07,27.543,1,27.543,-0.07,0.0,0.0,0.99941,-5.7569,-0.0,-5.6578,-0.0991,0.0
4,drl,23,23,2,0.2017,0.202,0.027,23.991,1,23.991,-0.027,0.0,0.0,0.99941,-5.1173,-0.0,-5.0183,-0.099,0.0
5,drl,0,0,3,0.7,0.6327,0.001,6.729,0,0.0,6.728,0.0,0.0,0.99997,0.0,-0.0,-0.0,-0.0,0.0
5,drl,1,1,3,0.6327,0.5487,0.002,8.404,0,0.0,8.401,0.0,0.0,0.99994,0.0,-0.0,-0.0,-0.0,0.0
5,drl,2,2,3,0.5487,0.4677,0.01,8.105,0,0.0,8.095,0.0,0.0,0.99991,0.0,-0.0,-0.0,-0.0,0.0
5,drl,3,3,1,0.4677,0.3955,0.026,7.247,0,0.0,7.221,0.0,0.0,0.99988,-0.0022,-0.0,-0.0,-0.0022,0.0
5,drl,4,4,1,0.3955,0.3007,0.089,9.569,0,0.0,9.48,0.0,0.0,0.99984,-0.0496,-0.0,-0.0,-0.0496,0.0
5,drl,5,5,0,0.3007,0.3855,0.214,6.816,1,15.816,-9.214,0.0,0.0,0.99981,-3.5541,-0.0,-3.5469,-0.0073,0.0
5,drl,6,6,0,0.3855,0.472,0.405,9.537,1,18.537,-9.405,0.0,0.0,0.99977,-4.0366,-0.0,-4.0366,-0.0,0.0
5,drl,7,7,0,0.472,0.5641,1.004,6.339,1,15.339,-10.004,0.0,0.0,0.99973,-3.461,-0.0,-3.461,-0.0,0.0
5,drl,8,8,1,0.5641,0.5129,1.773,6.891,0,0.0,5.118,0.0,0.0,0.99971,0.0,-0.0,-0.0,-0.0,0.0
5,drl,9,9,0,0.5129,0.6204,2.681,7.562,1,16.562,-11.681,0.0,0.0,0.99967,-3.6812,-0.0,-3.6812,-0.0,0.0
5,drl,10,10,1,0.6204,0.573,3.9,8.643,0,0.0,4.743,0.0,0.0,0.99965,0.0,-0.0,-0.0,-0.0,0.0
5,drl,11,11,1,0.573,0.5529,5.711,7.713,0,0.0,2.002,0.0,0.0,0.99964,0.0,-0.0,-0.0,-0.0,0.0
